Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-01-2021,1900,Paediatrics,Adult,65+, 3-6 Months,1
31-01-2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,46
31-01-2021,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,24
31-01-2021,2003,Maxillo-Facial,Adult,16-64,12-15 Months,42
31-01-2021,2003,Maxillo-Facial,Child,0-15,18 Months +,47
31-01-2021,2300,Nephrology,Adult,16-64,15-18 Months,2
31-01-2021,2300,Nephrology,Adult,65+, 0-3 Months,28
31-01-2021,2300,Nephrology,Adult,65+, 9-12 Months,1
31-01-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,93
31-01-2021,2400,Respiratory Medicine,Child,0-15, 6-9 Months,1
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,412
31-01-2021,2600,General Surgery,Adult,16-64, 3-6 Months,151
31-01-2021,2600,General Surgery,Adult,16-64,12-15 Months,74
31-01-2021,5000,General Medicine,Adult,65+,15-18 Months,19
31-01-2021,5000,General Medicine,Child,0-15, 9-12 Months,1
31-01-2021,5000,General Medicine,Child,0-15,18 Months +,1
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,173
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,139
31-01-2021,7800,Urology,Adult,16-64, 6-9 Months,64
31-01-2021,7800,Urology,Adult,16-64, 9-12 Months,81
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,114
31-01-2021,7800,Urology,Adult,16-64,18 Months +,140
31-01-2021,7800,Urology,Child,0-15,15-18 Months,5
31-01-2021,7800,Urology,Child,0-15,18 Months +,24
31-01-2021,8000,Anaesthetics,Child,0-15,18 Months +,1
31-01-2021,100,Cardiology,Adult,65+, 0-3 Months,24
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,16
31-01-2021,300,Dermatology,Adult,65+, 0-3 Months,89
31-01-2021,300,Dermatology,Adult,65+, 3-6 Months,85
31-01-2021,300,Dermatology,Adult,65+, 6-9 Months,67
31-01-2021,300,Dermatology,Adult,65+, 9-12 Months,39
31-01-2021,300,Dermatology,Adult,65+,12-15 Months,33
31-01-2021,400,Endocrinology,Adult,16-64, 6-9 Months,37
31-01-2021,400,Endocrinology,Adult,16-64, 9-12 Months,37
31-01-2021,400,Endocrinology,Child,0-15,18 Months +,1
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,201
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,126
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,158
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,212
31-01-2021,7800,Urology,Adult,16-64, 9-12 Months,129
31-01-2021,7800,Urology,Child,0-15, 9-12 Months,62
31-01-2021,7900,Clinical Immunology,Adult,65+,18 Months +,9
31-01-2021,7900,Clinical Immunology,Child,0-15, 9-12 Months,1
31-01-2021,8000,Anaesthetics,Adult,16-64, 3-6 Months,30
31-01-2021,8000,Anaesthetics,Adult,16-64,12-15 Months,82
31-01-2021,8000,Anaesthetics,Adult,65+, 6-9 Months,19
31-01-2021,8000,Anaesthetics,Adult,65+, 9-12 Months,11
31-01-2021,8000,Anaesthetics,Adult,65+,15-18 Months,24
31-01-2021,8003,Pain Relief,Adult,16-64,18 Months +,7
31-01-2021,8003,Pain Relief,Adult,65+, 0-3 Months,16
31-01-2021,8003,Pain Relief,Adult,65+, 6-9 Months,1
31-01-2021,8003,Pain Relief,Adult,65+,15-18 Months,1
31-01-2021,8003,Pain Relief,Child,0-15, 0-3 Months,1
31-01-2021,8003,Pain Relief,Child,0-15,12-15 Months,1
31-01-2021,0,Small Volume Specialities,Adult,65+, 0-3 Months,1
31-01-2021,300,Dermatology,Adult,16-64, 3-6 Months,29
31-01-2021,300,Dermatology,Adult,16-64,12-15 Months,22
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,330
31-01-2021,300,Dermatology,Adult,65+, 0-3 Months,13
31-01-2021,300,Dermatology,Adult,65+, 6-9 Months,5
31-01-2021,300,Dermatology,Adult,65+,15-18 Months,13
31-01-2021,300,Dermatology,Child,0-15, 0-3 Months,12
31-01-2021,300,Dermatology,Child,0-15, 3-6 Months,4
31-01-2021,300,Dermatology,Child,0-15, 6-9 Months,4
31-01-2021,300,Dermatology,Child,0-15,12-15 Months,11
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,61
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,29
31-01-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,435
31-01-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,6
31-01-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,23
31-01-2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,10
31-01-2021,900,Geriatric Medicine,Adult,65+,12-15 Months,1
31-01-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,5
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,22
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,154
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,36
31-01-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,15
31-01-2021,1900,Paediatrics,Adult,16-64,12-15 Months,1
31-01-2021,1900,Paediatrics,Child,0-15, 3-6 Months,12
31-01-2021,1900,Paediatrics,Child,0-15, 6-9 Months,1
31-01-2021,2300,Nephrology,Adult,16-64,15-18 Months,2
31-01-2021,2300,Nephrology,Adult,65+, 9-12 Months,8
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,146
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,103
31-01-2021,2600,General Surgery,Adult,65+,15-18 Months,37
31-01-2021,2600,General Surgery,Adult,65+,18 Months +,86
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,224
31-01-2021,5000,General Medicine,Adult,16-64, 6-9 Months,216
31-01-2021,5000,General Medicine,Adult,16-64,12-15 Months,175
31-01-2021,600,Otolaryngology (ENT),Child,0-15,15-18 Months,90
31-01-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,230
31-01-2021,1100,Haematology,Adult,65+, 3-6 Months,5
31-01-2021,1100,Haematology,Adult,65+, 6-9 Months,3
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,4
31-01-2021,1100,Haematology,Adult,65+,12-15 Months,5
31-01-2021,1100,Haematology,Adult,65+,18 Months +,3
31-01-2021,1300,Neurology,Adult,16-64,15-18 Months,49
31-01-2021,1300,Neurology,Adult,65+,12-15 Months,28
31-01-2021,1300,Neurology,Adult,65+,18 Months +,99
31-01-2021,1300,Neurology,Child,0-15, 0-3 Months,3
31-01-2021,1503,Gynaecology,Adult,16-64,15-18 Months,54
31-01-2021,1503,Gynaecology,Child,0-15, 9-12 Months,2
31-01-2021,1600,Oncology,Adult,16-64, 0-3 Months,7
31-01-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,180
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,82
31-01-2021,1700,Ophthalmology,Adult,16-64,18 Months +,12
31-01-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,255
31-01-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,131
31-01-2021,1700,Ophthalmology,Adult,65+,12-15 Months,97
31-01-2021,1700,Ophthalmology,Child,0-15,15-18 Months,2
31-01-2021,1800,Orthopaedics,Adult,65+,15-18 Months,94
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,568
31-01-2021,1800,Orthopaedics,Child,0-15, 0-3 Months,28
31-01-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,25
31-01-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,22
31-01-2021,1900,Paediatrics,Adult,16-64, 3-6 Months,3
31-01-2021,1900,Paediatrics,Adult,16-64,12-15 Months,1
31-01-2021,2300,Nephrology,Adult,16-64,15-18 Months,1
31-01-2021,2300,Nephrology,Adult,16-64,18 Months +,1
31-01-2021,2300,Nephrology,Adult,65+, 3-6 Months,20
31-01-2021,2300,Nephrology,Adult,65+, 6-9 Months,14
31-01-2021,2300,Nephrology,Adult,65+, 9-12 Months,10
31-01-2021,2300,Nephrology,Adult,65+,12-15 Months,6
31-01-2021,2500,Rheumatology,Adult,16-64, 6-9 Months,89
31-01-2021,2500,Rheumatology,Adult,65+,15-18 Months,33
31-01-2021,2500,Rheumatology,Child,0-15, 6-9 Months,1
31-01-2021,2500,Rheumatology,Child,0-15, 9-12 Months,1
31-01-2021,2500,Rheumatology,Child,0-15,18 Months +,2
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,289
31-01-2021,2600,General Surgery,Adult,16-64, 3-6 Months,220
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,170
31-01-2021,2600,General Surgery,Adult,16-64,12-15 Months,101
31-01-2021,5000,General Medicine,Adult,65+, 0-3 Months,182
31-01-2021,5000,General Medicine,Adult,65+,18 Months +,40
31-01-2021,5000,General Medicine,Child,0-15, 3-6 Months,2
31-01-2021,5000,General Medicine,Child,0-15, 6-9 Months,2
31-01-2021,5000,General Medicine,Child,0-15,12-15 Months,1
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,44
31-01-2021,7800,Urology,Adult,16-64, 6-9 Months,32
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,58
31-01-2021,5000,General Medicine,Adult,16-64,15-18 Months,137
31-01-2021,5000,General Medicine,Child,0-15, 3-6 Months,2
31-01-2021,5000,General Medicine,Child,0-15, 6-9 Months,1
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,16
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,15
31-01-2021,7800,Urology,Adult,65+, 9-12 Months,11
31-01-2021,400,Endocrinology,Adult,16-64, 3-6 Months,29
31-01-2021,400,Endocrinology,Adult,16-64, 6-9 Months,30
31-01-2021,400,Endocrinology,Adult,16-64,12-15 Months,17
31-01-2021,400,Endocrinology,Adult,65+, 9-12 Months,19
31-01-2021,600,Otolaryngology (ENT),Adult,0-15,18 Months +,99
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,39
31-01-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,45
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,36
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,8
31-01-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,17
31-01-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,11
31-01-2021,1800,Orthopaedics,Adult,16-64,18 Months +,102
31-01-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,12
31-01-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,2
31-01-2021,1800,Orthopaedics,Adult,65+,12-15 Months,17
31-01-2021,2000,Plastic Surgery,Adult,0-15, 3-6 Months,1
31-01-2021,2000,Plastic Surgery,Adult,0-15, 6-9 Months,2
31-01-2021,2000,Plastic Surgery,Adult,0-15,12-15 Months,6
31-01-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,130
31-01-2021,2000,Plastic Surgery,Adult,65+,18 Months +,72
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,369
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,34
31-01-2021,2600,General Surgery,Adult,16-64,15-18 Months,2
31-01-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,68
31-01-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,43
31-01-2021,2604,Vascular Surgery,Adult,16-64,18 Months +,279
31-01-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,58
31-01-2021,2604,Vascular Surgery,Adult,65+,12-15 Months,32
31-01-2021,5000,General Medicine,Adult,16-64, 9-12 Months,30
31-01-2021,5000,General Medicine,Adult,65+,18 Months +,45
31-01-2021,7800,Urology,Adult,0-15, 9-12 Months,2
31-01-2021,7800,Urology,Adult,65+, 0-3 Months,44
31-01-2021,7800,Urology,Adult,65+, 6-9 Months,22
31-01-2021,7800,Urology,Adult,65+,15-18 Months,16
31-01-2021,7800,Urology,Adult,65+,18 Months +,47
31-01-2021,100,Cardiology,Adult,16-64, 6-9 Months,41
31-01-2021,100,Cardiology,Adult,65+, 9-12 Months,12
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,163
31-01-2021,300,Dermatology,Adult,65+, 0-3 Months,6
31-01-2021,300,Dermatology,Adult,65+, 3-6 Months,12
31-01-2021,300,Dermatology,Adult,65+,12-15 Months,3
31-01-2021,300,Dermatology,Adult,65+,15-18 Months,6
31-01-2021,300,Dermatology,Child,0-15, 6-9 Months,9
31-01-2021,7800,Urology,Adult,65+,15-18 Months,24
31-01-2021,7800,Urology,Child,0-15,18 Months +,1
31-01-2021,8003,Pain Relief,Adult,16-64,15-18 Months,38
31-01-2021,8003,Pain Relief,Adult,65+, 3-6 Months,34
31-01-2021,8003,Pain Relief,Adult,65+, 9-12 Months,18
31-01-2021,8003,Pain Relief,Adult,65+,12-15 Months,15
31-01-2021,8800,Immunology,Adult,16-64,15-18 Months,1
31-01-2021,8800,Immunology,Adult,16-64,18 Months +,1
31-01-2021,8800,Immunology,Adult,65+,12-15 Months,3
31-01-2021,100,Cardiology,Adult,16-64, 3-6 Months,349
31-01-2021,100,Cardiology,Adult,16-64,12-15 Months,226
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,63
31-01-2021,300,Dermatology,Adult,16-64, 3-6 Months,241
31-01-2021,300,Dermatology,Adult,16-64,12-15 Months,212
31-01-2021,300,Dermatology,Adult,65+,15-18 Months,55
31-01-2021,300,Dermatology,Child,0-15, 3-6 Months,72
31-01-2021,300,Dermatology,Child,0-15,12-15 Months,46
31-01-2021,300,Dermatology,Child,0-15,18 Months +,230
31-01-2021,400,Endocrinology,Adult,16-64,15-18 Months,78
31-01-2021,400,Endocrinology,Adult,16-64,18 Months +,253
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,31
31-01-2021,400,Endocrinology,Adult,65+, 3-6 Months,13
31-01-2021,400,Endocrinology,Adult,65+,12-15 Months,1
31-01-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,49
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,91
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,64
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,113
31-01-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,117
31-01-2021,700,Gastro-Enterology,Adult,65+,15-18 Months,28
31-01-2021,700,Gastro-Enterology,Adult,65+,18 Months +,12
31-01-2021,700,Gastro-Enterology,Child,0-15, 0-3 Months,2
31-01-2021,700,Gastro-Enterology,Child,0-15, 3-6 Months,2
31-01-2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,2
31-01-2021,1100,Haematology,Adult,16-64, 0-3 Months,115
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,25
31-01-2021,1100,Haematology,Adult,16-64, 9-12 Months,37
31-01-2021,1300,Neurology,Adult,16-64, 0-3 Months,272
31-01-2021,1300,Neurology,Adult,16-64, 6-9 Months,195
31-01-2021,1300,Neurology,Adult,16-64, 9-12 Months,169
31-01-2021,1300,Neurology,Adult,65+, 3-6 Months,83
31-01-2021,1300,Neurology,Adult,65+,12-15 Months,54
31-01-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,844
31-01-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,118
31-01-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,105
31-01-2021,1503,Gynaecology,Adult,16-64,18 Months +,183
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,38
31-01-2021,1503,Gynaecology,Adult,65+,12-15 Months,17
31-01-2021,1700,Ophthalmology,Child,0-15, 0-3 Months,112
31-01-2021,1700,Ophthalmology,Child,0-15, 6-9 Months,29
31-01-2021,1700,Ophthalmology,Child,0-15, 9-12 Months,25
31-01-2021,300,Dermatology,Child,0-15,18 Months +,62
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,10
31-01-2021,400,Endocrinology,Adult,65+, 3-6 Months,1
31-01-2021,400,Endocrinology,Child,0-15, 0-3 Months,1
31-01-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,1
31-01-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,3
31-01-2021,900,Geriatric Medicine,Adult,65+,12-15 Months,2
31-01-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,66
31-01-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,2
31-01-2021,1900,Paediatrics,Adult,16-64, 3-6 Months,1
31-01-2021,1900,Paediatrics,Child,0-15, 3-6 Months,104
31-01-2021,1900,Paediatrics,Child,0-15, 6-9 Months,45
31-01-2021,1900,Paediatrics,Child,0-15,15-18 Months,1
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,34
31-01-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,20
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,62
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,80
31-01-2021,5000,General Medicine,Adult,16-64, 6-9 Months,21
31-01-2021,5000,General Medicine,Adult,16-64,18 Months +,3
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,13
31-01-2021,5000,General Medicine,Adult,65+,12-15 Months,7
31-01-2021,6200,Clinical Neurophysiology,Adult,16-64, 0-3 Months,48
31-01-2021,6200,Clinical Neurophysiology,Adult,16-64, 3-6 Months,41
31-01-2021,6200,Clinical Neurophysiology,Adult,16-64, 6-9 Months,20
31-01-2021,6200,Clinical Neurophysiology,Adult,16-64,12-15 Months,33
31-01-2021,6200,Clinical Neurophysiology,Adult,16-64,15-18 Months,27
31-01-2021,6200,Clinical Neurophysiology,Adult,65+, 9-12 Months,13
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,30
31-01-2021,7800,Urology,Adult,16-64, 6-9 Months,18
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,33
31-01-2021,7800,Urology,Adult,16-64,15-18 Months,36
31-01-2021,7800,Urology,Adult,65+, 9-12 Months,15
31-01-2021,7800,Urology,Child,0-15, 6-9 Months,1
31-01-2021,8000,Anaesthetics,Adult,16-64, 0-3 Months,32
31-01-2021,8000,Anaesthetics,Adult,65+, 3-6 Months,9
31-01-2021,8000,Anaesthetics,Adult,65+, 6-9 Months,9
31-01-2021,8000,Anaesthetics,Adult,65+,12-15 Months,18
31-01-2021,8000,Anaesthetics,Adult,65+,15-18 Months,1
31-01-2021,100,Cardiology,Adult,65+,18 Months +,79
31-01-2021,300,Dermatology,Adult,16-64, 0-3 Months,495
31-01-2021,300,Dermatology,Adult,16-64, 3-6 Months,288
31-01-2021,300,Dermatology,Adult,65+, 6-9 Months,104
31-01-2021,300,Dermatology,Adult,65+,15-18 Months,115
31-01-2021,300,Dermatology,Child,0-15, 0-3 Months,58
31-01-2021,300,Dermatology,Child,0-15, 3-6 Months,40
31-01-2021,300,Dermatology,Child,0-15,12-15 Months,35
31-01-2021,300,Dermatology,Child,0-15,15-18 Months,40
31-01-2021,400,Endocrinology,Adult,16-64,18 Months +,275
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,22
31-01-2021,1300,Neurology,Child,0-15, 3-6 Months,3
31-01-2021,1300,Neurology,Child,0-15,12-15 Months,3
31-01-2021,1300,Neurology,Child,0-15,18 Months +,1
31-01-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,257
31-01-2021,1503,Gynaecology,Adult,16-64,12-15 Months,95
31-01-2021,1503,Gynaecology,Adult,16-64,15-18 Months,64
31-01-2021,1503,Gynaecology,Adult,65+, 9-12 Months,15
31-01-2021,1600,Oncology,Adult,65+, 0-3 Months,26
31-01-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,224
31-01-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,83
31-01-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,134
31-01-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,72
31-01-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,58
31-01-2021,1700,Ophthalmology,Child,0-15,12-15 Months,25
31-01-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,559
31-01-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,459
31-01-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,469
31-01-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,491
31-01-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,87
31-01-2021,1800,Orthopaedics,Child,0-15, 6-9 Months,41
31-01-2021,1800,Orthopaedics,Child,0-15,12-15 Months,41
31-01-2021,1800,Orthopaedics,Child,0-15,15-18 Months,20
31-01-2021,1900,Paediatrics,Adult,16-64, 9-12 Months,3
31-01-2021,1900,Paediatrics,Adult,16-64,18 Months +,4
31-01-2021,1900,Paediatrics,Child,0-15,18 Months +,105
31-01-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,161
31-01-2021,2000,Plastic Surgery,Adult,16-64,18 Months +,224
31-01-2021,2000,Plastic Surgery,Adult,65+, 0-3 Months,149
31-01-2021,2000,Plastic Surgery,Child,0-15, 9-12 Months,23
31-01-2021,2000,Plastic Surgery,Child,0-15,18 Months +,36
31-01-2021,2300,Nephrology,Adult,16-64, 3-6 Months,46
31-01-2021,2300,Nephrology,Adult,16-64,12-15 Months,30
31-01-2021,2300,Nephrology,Adult,16-64,18 Months +,170
31-01-2021,2300,Nephrology,Adult,65+, 0-3 Months,89
31-01-2021,2300,Nephrology,Adult,65+, 6-9 Months,30
31-01-2021,2300,Nephrology,Adult,65+,15-18 Months,22
31-01-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,120
31-01-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,45
31-01-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,137
31-01-2021,2500,Rheumatology,Adult,65+, 3-6 Months,48
31-01-2021,2500,Rheumatology,Adult,65+, 6-9 Months,63
31-01-2021,2500,Rheumatology,Adult,65+,12-15 Months,56
31-01-2021,2500,Rheumatology,Adult,65+,15-18 Months,53
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,316
31-01-2021,2600,General Surgery,Adult,65+, 9-12 Months,29
31-01-2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,201
31-01-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,117
31-01-2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,137
31-01-2021,2604,Vascular Surgery,Adult,16-64,15-18 Months,125
31-01-2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,98
31-01-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,405
31-01-2021,1800,Orthopaedics,Adult,16-64,18 Months +,1683
31-01-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,261
31-01-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,198
31-01-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,209
31-01-2021,1800,Orthopaedics,Adult,65+,12-15 Months,223
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,439
31-01-2021,1900,Paediatrics,Child,0-15, 3-6 Months,343
31-01-2021,1900,Paediatrics,Child,0-15,12-15 Months,95
31-01-2021,2000,Plastic Surgery,Adult,65+,15-18 Months,44
31-01-2021,2000,Plastic Surgery,Adult,65+,18 Months +,53
31-01-2021,2000,Plastic Surgery,Child,0-15, 0-3 Months,51
31-01-2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,45
31-01-2021,2000,Plastic Surgery,Child,0-15,12-15 Months,34
31-01-2021,2300,Nephrology,Adult,16-64, 0-3 Months,87
31-01-2021,2300,Nephrology,Adult,16-64, 6-9 Months,42
31-01-2021,2300,Nephrology,Adult,16-64, 9-12 Months,47
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,176
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,101
31-01-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,162
31-01-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,152
31-01-2021,2400,Respiratory Medicine,Child,0-15,15-18 Months,1
31-01-2021,2400,Respiratory Medicine,Child,0-15,18 Months +,1
31-01-2021,2500,Rheumatology,Adult,16-64,15-18 Months,146
31-01-2021,2500,Rheumatology,Adult,16-64,18 Months +,592
31-01-2021,2500,Rheumatology,Adult,65+, 0-3 Months,46
31-01-2021,2500,Rheumatology,Adult,65+, 9-12 Months,40
31-01-2021,2600,General Surgery,Adult,16-64,15-18 Months,75
31-01-2021,2600,General Surgery,Adult,65+,18 Months +,14
31-01-2021,2600,General Surgery,Child,0-15, 0-3 Months,15
31-01-2021,2600,General Surgery,Child,0-15, 3-6 Months,10
31-01-2021,2600,General Surgery,Child,0-15,12-15 Months,5
31-01-2021,2604,Vascular Surgery,Adult,65+,15-18 Months,86
31-01-2021,2700,Infectious Diseases,Adult,16-64, 3-6 Months,6
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,218
31-01-2021,5000,General Medicine,Adult,16-64,12-15 Months,181
31-01-2021,5000,General Medicine,Adult,16-64,18 Months +,462
31-01-2021,5000,General Medicine,Adult,65+, 0-3 Months,25
31-01-2021,7001,Oral Surgery,Adult,65+,15-18 Months,39
31-01-2021,7001,Oral Surgery,Adult,65+,18 Months +,151
31-01-2021,7001,Oral Surgery,Child,0-15, 0-3 Months,45
